ANNO_ACCADEMICO;COD_ATENEO;NOME_ATENEO;CODICE_INTERVENTO;DESCRIZIONE_INTERVENTO;INTERVENTI_LAUREA;INTERVENTI_LAUREA_EXTRA_UE;INTERVENTI_DOTTORATO;INTERVENTI_SPECIALIZZAZIONE;INTERVENTI_MASTER_PERFEZIONAMENTO
2011-2012;07801;Arcavacata di Rende - Università della Calabria;061c  ;Mobilità internazionale - N. iscritti nell'ateneo coinvolti in programmi di mobilità internazionale (studenti in uscita)- di cui studenti SENZA borsa ;4;0;41;0;0
2011-2012;07801;Arcavacata di Rende - Università della Calabria;061m  ;Mobilità internazionale - N. iscritti nell'ateneo coinvolti in programmi di mobilità internazionale (studenti in uscita)- di cui studenti in mobilità extraeuropea ;32;0;33;0;0
2011-2012;07801;Arcavacata di Rende - Università della Calabria;061p  ;Mobilità internazionale - N. iscritti nell'ateneo coinvolti in programmi di mobilità internazionale (studenti in uscita)- di cui dottorandi percettori di borsa che usufruiscono della maggiorazione del 50% ;;;104;;
2011-2012;07801;Arcavacata di Rende - Università della Calabria;063   ;Mobilità internazionale - N. iscritti in atenei esteri coinvolti in programmi di mobilità internazionale presso l'ateneo italiano (studenti in entrata);228;30;3;0;0
2011-2012;07801;Arcavacata di Rende - Università della Calabria;064   ;Mobilità internazionale - N. iscritti in atenei esteri coinvolti in programmi di mobilità internazionale presso l'ateneo italiano (studenti in entrata)- di cui studenti provenienti da Paesi extraeuropei ;30;0;0;0;0
2011-2012;07801;Arcavacata di Rende - Università della Calabria;073   ;Interventi a favore di studenti in situazione di handicap - N. contributi finanziari;0;0;0;0;0
2011-2012;07801;Arcavacata di Rende - Università della Calabria;074   ;Interventi a favore di studenti in situazione di handicap - N. interventi non finanziari;0;0;0;0;0
2011-2012;07801;Arcavacata di Rende - Università della Calabria;081   ;Attività di collaborazione a tempo parziale - N. collaborazioni;210;9;0;0;0
2011-2012;07801;Arcavacata di Rende - Università della Calabria;091   ;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0;0;0
2011-2012;07801;Arcavacata di Rende - Università della Calabria;092   ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0;0;0
2011-2012;07801;Arcavacata di Rende - Università della Calabria;093   ;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0;0;0
2011-2012;07801;Arcavacata di Rende - Università della Calabria;094   ;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0;0;0
2011-2012;07801;Arcavacata di Rende - Università della Calabria;101   ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati;0;0;0;0;0
2011-2012;07801;Arcavacata di Rende - Università della Calabria;104   ;Altri interventi di tipo finanziario - N. altri sussidi erogati;0;0;0;0;0
2011-2012;07801;Arcavacata di Rende - Università della Calabria;111a  ;Borse di studio post-lauream - N. borse finanziate con fondi MIUR;;;103;0;0
2011-2012;07801;Arcavacata di Rende - Università della Calabria;111b  ;Borse di studio post-lauream - N. borse finanziate da altri Ministeri;;;0;0;0
2011-2012;07801;Arcavacata di Rende - Università della Calabria;112   ;Borse di studio post-lauream - N. borse finanziate dall'Ateneo con fondi propri;;;13,5;0;0
2011-2012;07801;Arcavacata di Rende - Università della Calabria;113   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri Atenei;;;0,5;0;0
2011-2012;07801;Arcavacata di Rende - Università della Calabria;114   ;Borse di studio post-lauream - N. borse finanziate con fondi UE;;;93;0;0
2011-2012;07801;Arcavacata di Rende - Università della Calabria;115   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri enti pubblici;;;13;0;0
2011-2012;07801;Arcavacata di Rende - Università della Calabria;116   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con enti privati;;;2;0;0
2011-2012;07901;"Catanzaro - Università degli studi ""Magna Grecia""";030   ;Borse di studio - N. borse di studio concesse con fondi dell'ATENEO;0;0;0;0;0
2011-2012;07901;"Catanzaro - Università degli studi ""Magna Grecia""";061   ;Mobilità internazionale - N. iscritti nell'ateneo coinvolti in programmi di mobilità internazionale (studenti in uscita);37;0;24;3;0
2011-2012;07901;"Catanzaro - Università degli studi ""Magna Grecia""";061c  ;Mobilità internazionale - N. iscritti nell'ateneo coinvolti in programmi di mobilità internazionale (studenti in uscita)- di cui studenti SENZA borsa ;0;0;0;0;0
2011-2012;07901;"Catanzaro - Università degli studi ""Magna Grecia""";061m  ;Mobilità internazionale - N. iscritti nell'ateneo coinvolti in programmi di mobilità internazionale (studenti in uscita)- di cui studenti in mobilità extraeuropea ;0;0;8;0;0
2011-2012;07901;"Catanzaro - Università degli studi ""Magna Grecia""";061p  ;Mobilità internazionale - N. iscritti nell'ateneo coinvolti in programmi di mobilità internazionale (studenti in uscita)- di cui dottorandi percettori di borsa che usufruiscono della maggiorazione del 50% ;;;0;;
2011-2012;07901;"Catanzaro - Università degli studi ""Magna Grecia""";063   ;Mobilità internazionale - N. iscritti in atenei esteri coinvolti in programmi di mobilità internazionale presso l'ateneo italiano (studenti in entrata);27;0;24;0;0
2011-2012;07901;"Catanzaro - Università degli studi ""Magna Grecia""";064   ;Mobilità internazionale - N. iscritti in atenei esteri coinvolti in programmi di mobilità internazionale presso l'ateneo italiano (studenti in entrata)- di cui studenti provenienti da Paesi extraeuropei ;0;0;0;0;0
2011-2012;07901;"Catanzaro - Università degli studi ""Magna Grecia""";073   ;Interventi a favore di studenti in situazione di handicap - N. contributi finanziari;0;0;0;0;0
2011-2012;07901;"Catanzaro - Università degli studi ""Magna Grecia""";074   ;Interventi a favore di studenti in situazione di handicap - N. interventi non finanziari;0;0;0;0;0
2011-2012;07901;"Catanzaro - Università degli studi ""Magna Grecia""";081   ;Attività di collaborazione a tempo parziale - N. collaborazioni;144;0;0;0;0
2011-2012;07901;"Catanzaro - Università degli studi ""Magna Grecia""";091   ;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0;0;0
2011-2012;07901;"Catanzaro - Università degli studi ""Magna Grecia""";092   ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0;0;0
2011-2012;07901;"Catanzaro - Università degli studi ""Magna Grecia""";093   ;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;1;0;0
2011-2012;07901;"Catanzaro - Università degli studi ""Magna Grecia""";094   ;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;1;0;0
2011-2012;07901;"Catanzaro - Università degli studi ""Magna Grecia""";101   ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati;0;0;0;0;0
2011-2012;07901;"Catanzaro - Università degli studi ""Magna Grecia""";104   ;Altri interventi di tipo finanziario - N. altri sussidi erogati;0;0;0;0;0
2011-2012;07901;"Catanzaro - Università degli studi ""Magna Grecia""";111a  ;Borse di studio post-lauream - N. borse finanziate con fondi MIUR;;;12;0;0
2011-2012;07901;"Catanzaro - Università degli studi ""Magna Grecia""";111b  ;Borse di studio post-lauream - N. borse finanziate da altri Ministeri;;;0;0;0
2011-2012;07901;"Catanzaro - Università degli studi ""Magna Grecia""";112   ;Borse di studio post-lauream - N. borse finanziate dall'Ateneo con fondi propri;;;82;0;0
2011-2012;07901;"Catanzaro - Università degli studi ""Magna Grecia""";113   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri Atenei;;;0;0;0
2011-2012;07901;"Catanzaro - Università degli studi ""Magna Grecia""";114   ;Borse di studio post-lauream - N. borse finanziate con fondi UE;;;26;0;0
2011-2012;07901;"Catanzaro - Università degli studi ""Magna Grecia""";115   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri enti pubblici;;;3;0;20
2011-2012;07901;"Catanzaro - Università degli studi ""Magna Grecia""";116   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con enti privati;;;4;0;0
2011-2012;08001;Reggio Calabria - Università degli studi Mediterranea;030   ;Borse di studio - N. borse di studio concesse con fondi dell'ATENEO;0;0;0;0;0
2011-2012;08001;Reggio Calabria - Università degli studi Mediterranea;061   ;Mobilità internazionale - N. iscritti nell'ateneo coinvolti in programmi di mobilità internazionale (studenti in uscita);83;2;6;0;27
2011-2012;08001;Reggio Calabria - Università degli studi Mediterranea;061c  ;Mobilità internazionale - N. iscritti nell'ateneo coinvolti in programmi di mobilità internazionale (studenti in uscita)- di cui studenti SENZA borsa ;0;0;0;0;8
2011-2012;08001;Reggio Calabria - Università degli studi Mediterranea;061m  ;Mobilità internazionale - N. iscritti nell'ateneo coinvolti in programmi di mobilità internazionale (studenti in uscita)- di cui studenti in mobilità extraeuropea ;0;0;0;0;1
2011-2012;08001;Reggio Calabria - Università degli studi Mediterranea;061p  ;Mobilità internazionale - N. iscritti nell'ateneo coinvolti in programmi di mobilità internazionale (studenti in uscita)- di cui dottorandi percettori di borsa che usufruiscono della maggiorazione del 50% ;;;0;;
2011-2012;08001;Reggio Calabria - Università degli studi Mediterranea;063   ;Mobilità internazionale - N. iscritti in atenei esteri coinvolti in programmi di mobilità internazionale presso l'ateneo italiano (studenti in entrata);34;0;0;0;13
2011-2012;08001;Reggio Calabria - Università degli studi Mediterranea;064   ;Mobilità internazionale - N. iscritti in atenei esteri coinvolti in programmi di mobilità internazionale presso l'ateneo italiano (studenti in entrata)- di cui studenti provenienti da Paesi extraeuropei ;0;0;0;0;8
2011-2012;08001;Reggio Calabria - Università degli studi Mediterranea;073   ;Interventi a favore di studenti in situazione di handicap - N. contributi finanziari;4;0;0;0;0
2011-2012;08001;Reggio Calabria - Università degli studi Mediterranea;074   ;Interventi a favore di studenti in situazione di handicap - N. interventi non finanziari;12;0;0;0;0
2011-2012;08001;Reggio Calabria - Università degli studi Mediterranea;081   ;Attività di collaborazione a tempo parziale - N. collaborazioni;47;0;0;0;0
2011-2012;08001;Reggio Calabria - Università degli studi Mediterranea;091   ;Posti alloggio e contributi-alloggio - N. domande posti alloggio;144;0;1;0;0
2011-2012;08001;Reggio Calabria - Università degli studi Mediterranea;092   ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;100;0;1;0;0
2011-2012;08001;Reggio Calabria - Università degli studi Mediterranea;093   ;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;256;0;0;0;0
2011-2012;08001;Reggio Calabria - Università degli studi Mediterranea;094   ;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;95;0;0;0;0
2011-2012;08001;Reggio Calabria - Università degli studi Mediterranea;101   ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati;0;0;0;0;0
2011-2012;08001;Reggio Calabria - Università degli studi Mediterranea;104   ;Altri interventi di tipo finanziario - N. altri sussidi erogati;19;0;0;0;0
2011-2012;08001;Reggio Calabria - Università degli studi Mediterranea;111a  ;Borse di studio post-lauream - N. borse finanziate con fondi MIUR;;;13;0;0
2011-2012;08001;Reggio Calabria - Università degli studi Mediterranea;111b  ;Borse di studio post-lauream - N. borse finanziate da altri Ministeri;;;0;0;0
2011-2012;08001;Reggio Calabria - Università degli studi Mediterranea;112   ;Borse di studio post-lauream - N. borse finanziate dall'Ateneo con fondi propri;;;52;0;0
2011-2012;08001;Reggio Calabria - Università degli studi Mediterranea;113   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri Atenei;;;0;0;0
2011-2012;08001;Reggio Calabria - Università degli studi Mediterranea;114   ;Borse di studio post-lauream - N. borse finanziate con fondi UE;;;0;0;0
2011-2012;08001;Reggio Calabria - Università degli studi Mediterranea;115   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri enti pubblici;;;40;0;0
2011-2012;08001;Reggio Calabria - Università degli studi Mediterranea;116   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con enti privati;;;3;0;0
2011-2012;08003;Reggio Calabria - Università per Stranieri;030   ;Borse di studio - N. borse di studio concesse con fondi dell'ATENEO;15;0;0;0;0
2011-2012;08003;Reggio Calabria - Università per Stranieri;061   ;Mobilità internazionale - N. iscritti nell'ateneo coinvolti in programmi di mobilità internazionale (studenti in uscita);0;0;0;0;0
2011-2012;08003;Reggio Calabria - Università per Stranieri;061c  ;Mobilità internazionale - N. iscritti nell'ateneo coinvolti in programmi di mobilità internazionale (studenti in uscita)- di cui studenti SENZA borsa ;0;0;0;0;0
2011-2012;08003;Reggio Calabria - Università per Stranieri;061m  ;Mobilità internazionale - N. iscritti nell'ateneo coinvolti in programmi di mobilità internazionale (studenti in uscita)- di cui studenti in mobilità extraeuropea ;0;0;0;0;0
2011-2012;08003;Reggio Calabria - Università per Stranieri;061p  ;Mobilità internazionale - N. iscritti nell'ateneo coinvolti in programmi di mobilità internazionale (studenti in uscita)- di cui dottorandi percettori di borsa che usufruiscono della maggiorazione del 50% ;;;0;;
2011-2012;08003;Reggio Calabria - Università per Stranieri;063   ;Mobilità internazionale - N. iscritti in atenei esteri coinvolti in programmi di mobilità internazionale presso l'ateneo italiano (studenti in entrata);0;0;0;0;0
2011-2012;08003;Reggio Calabria - Università per Stranieri;064   ;Mobilità internazionale - N. iscritti in atenei esteri coinvolti in programmi di mobilità internazionale presso l'ateneo italiano (studenti in entrata)- di cui studenti provenienti da Paesi extraeuropei ;0;0;0;0;0
2011-2012;08003;Reggio Calabria - Università per Stranieri;073   ;Interventi a favore di studenti in situazione di handicap - N. contributi finanziari;14;0;0;0;0
2011-2012;08003;Reggio Calabria - Università per Stranieri;074   ;Interventi a favore di studenti in situazione di handicap - N. interventi non finanziari;0;0;0;0;0
2011-2012;08003;Reggio Calabria - Università per Stranieri;081   ;Attività di collaborazione a tempo parziale - N. collaborazioni;15;0;0;0;0
2011-2012;08003;Reggio Calabria - Università per Stranieri;091   ;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0;0;0
2011-2012;08003;Reggio Calabria - Università per Stranieri;092   ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0;0;0
2011-2012;08003;Reggio Calabria - Università per Stranieri;093   ;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0;0;0
2011-2012;08003;Reggio Calabria - Università per Stranieri;094   ;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0;0;0
