s_bene,genere,nome_regione,nome_provincia,nome_comune,categoria,sottocategoria,provvedimento,quota_confiscata,ufficio_giudiziario,distretto,tipologia_procedura,NomeComuneValidato,NomeRegioneValidato,CODISTAT,NomeProvinciaValidato,CODISTATPROV,CODISTATREG
I-MI-57244-S,immobili,Lombardia,Milano,Bollate,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,BOLLATE,LOMBARDIA,015027,Milano,015,03
I-MI-57245-S,immobili,Lombardia,Milano,Bollate,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,BOLLATE,LOMBARDIA,015027,Milano,015,03
I-MI-57246-S,immobili,Lombardia,Milano,Bollate,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,BOLLATE,LOMBARDIA,015027,Milano,015,03
I-MI-57247-S,immobili,Lombardia,Milano,Pioltello,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,PIOLTELLO,LOMBARDIA,015175,Milano,015,03
I-KR-57248-S,immobili,Calabria,Crotone,Isola di Capo Rizzuto,Altra unità immobiliare,Altro,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,ISOLA DI CAPO RIZZUTO,CALABRIA,101013,Crotone,101,18
I-KR-57249-S,immobili,Calabria,Crotone,Isola di Capo Rizzuto,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,ISOLA DI CAPO RIZZUTO,CALABRIA,101013,Crotone,101,18
I-LC-57250-S,immobili,Lombardia,Lecco,Bosisio Parini,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,BOSISIO PARINI,LOMBARDIA,097009,Lecco,097,03
I-LC-57252-S,immobili,Lombardia,Lecco,Bosisio Parini,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,BOSISIO PARINI,LOMBARDIA,097009,Lecco,097,03
I-MB-72044-S,immobili,Lombardia,Monza e Brianza,Seregno,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,SEREGNO,LOMBARDIA,108039,Monza e della Brianza,108,03
I-MB-72045-S,immobili,Lombardia,Monza e Brianza,Seregno,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,SEREGNO,LOMBARDIA,108039,Monza e della Brianza,108,03
I-MB-72046-S,immobili,Lombardia,Monza e Brianza,Seregno,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,SEREGNO,LOMBARDIA,108039,Monza e della Brianza,108,03
I-MB-72047-S,immobili,Lombardia,Monza e Brianza,Seregno,Unità immobiliare a destinazione commerciale e industriale,Laboratorio per arti e mestieri,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,SEREGNO,LOMBARDIA,108039,Monza e della Brianza,108,03
I-MB-72048-S,immobili,Lombardia,Monza e Brianza,Cesano Maderno,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,CESANO MADERNO,LOMBARDIA,108019,Monza e della Brianza,108,03
I-MB-72050-S,immobili,Lombardia,Monza e Brianza,Cesano Maderno,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,CESANO MADERNO,LOMBARDIA,108019,Monza e della Brianza,108,03
I-MB-72051-S,immobili,Lombardia,Monza e Brianza,Cesano Maderno,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,CESANO MADERNO,LOMBARDIA,108019,Monza e della Brianza,108,03
I-MB-72052-S,immobili,Lombardia,Monza e Brianza,Cesano Maderno,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,CESANO MADERNO,LOMBARDIA,108019,Monza e della Brianza,108,03
I-MB-72053-S,immobili,Lombardia,Monza e Brianza,Cesano Maderno,Unità immobiliare per uso di abitazione e assimilabile,Villa,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,CESANO MADERNO,LOMBARDIA,108019,Monza e della Brianza,108,03
I-MB-72054-S,immobili,Lombardia,Monza e Brianza,Desio,Unità immobiliare a destinazione commerciale e industriale,Laboratorio per arti e mestieri,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,DESIO,LOMBARDIA,108023,Monza e della Brianza,108,03
I-MB-72055-S,immobili,Lombardia,Monza e Brianza,Desio,Unità immobiliare a destinazione commerciale e industriale,Laboratorio per arti e mestieri,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,DESIO,LOMBARDIA,108023,Monza e della Brianza,108,03
I-MB-72056-S,immobili,Lombardia,Monza e Brianza,Desio,Unità immobiliare a destinazione commerciale e industriale,Laboratorio per arti e mestieri,Confisca def.,0,Procura della Repubblica,Milano,Procedimento Penale,DESIO,LOMBARDIA,108023,Monza e della Brianza,108,03
I-MB-72057-S,immobili,Lombardia,Monza e Brianza,Desio,Unità immobiliare a destinazione commerciale e industriale,Laboratorio per arti e mestieri,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,DESIO,LOMBARDIA,108023,Monza e della Brianza,108,03
I-MB-72058-S,immobili,Lombardia,Monza e Brianza,Desio,Unità immobiliare a destinazione commerciale e industriale,Laboratorio per arti e mestieri,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,DESIO,LOMBARDIA,108023,Monza e della Brianza,108,03
I-MB-72059-S,immobili,Lombardia,Monza e Brianza,Desio,Altra unità immobiliare,Altra unità  immobil. - non definito,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,DESIO,LOMBARDIA,108023,Monza e della Brianza,108,03
I-PV-72084-S,immobili,Lombardia,Pavia,Pavia,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Rinvio,100,Procura della Repubblica,Milano,Procedimento Penale,PAVIA,LOMBARDIA,018110,Pavia,018,03
I-PV-72085-S,immobili,Lombardia,Pavia,Pavia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Rinvio,100,Procura della Repubblica,Milano,Procedimento Penale,PAVIA,LOMBARDIA,018110,Pavia,018,03
I-PV-72086-S,immobili,Lombardia,Pavia,Pavia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Rinvio,100,Procura della Repubblica,Milano,Procedimento Penale,PAVIA,LOMBARDIA,018110,Pavia,018,03
I-AL-72087-S,immobili,Piemonte,Alessandria,Pasturana,Terreno,Terreno - non definito,Rinvio,100,Procura della Repubblica,Milano,Procedimento Penale,PASTURANA,PIEMONTE,006127,Alessandria,006,01
I-AL-72088-S,immobili,Piemonte,Alessandria,Pasturana,Terreno,Terreno - non definito,Rinvio,7,Procura della Repubblica,Milano,Procedimento Penale,PASTURANA,PIEMONTE,006127,Alessandria,006,01
I-KR-72205-S,immobili,Calabria,Crotone,Isola di Capo Rizzuto,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,ISOLA DI CAPO RIZZUTO,CALABRIA,101013,Crotone,101,18
I-KR-72206-S,immobili,Calabria,Crotone,Isola di Capo Rizzuto,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,ISOLA DI CAPO RIZZUTO,CALABRIA,101013,Crotone,101,18
I-KR-72207-S,immobili,Calabria,Crotone,Isola di Capo Rizzuto,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,ISOLA DI CAPO RIZZUTO,CALABRIA,101013,Crotone,101,18
I-KR-72208-S,immobili,Calabria,Crotone,Isola di Capo Rizzuto,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,ISOLA DI CAPO RIZZUTO,CALABRIA,101013,Crotone,101,18
I-KR-72209-S,immobili,Calabria,Crotone,Isola di Capo Rizzuto,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,ISOLA DI CAPO RIZZUTO,CALABRIA,101013,Crotone,101,18
I-KR-72210-S,immobili,Calabria,Crotone,Isola di Capo Rizzuto,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,ISOLA DI CAPO RIZZUTO,CALABRIA,101013,Crotone,101,18
I-KR-72211-S,immobili,Calabria,Crotone,Isola di Capo Rizzuto,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,ISOLA DI CAPO RIZZUTO,CALABRIA,101013,Crotone,101,18
I-KR-72212-S,immobili,Calabria,Crotone,Isola di Capo Rizzuto,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,ISOLA DI CAPO RIZZUTO,CALABRIA,101013,Crotone,101,18
I-KR-72213-S,immobili,Calabria,Crotone,Isola di Capo Rizzuto,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,ISOLA DI CAPO RIZZUTO,CALABRIA,101013,Crotone,101,18
I-AL-72214-S,immobili,Piemonte,Alessandria,Tortona,Terreno,Terreno agricolo,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,TORTONA,PIEMONTE,006174,Alessandria,006,01
I-AL-72215-S,immobili,Piemonte,Alessandria,Tortona,Terreno,Terreno agricolo,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,TORTONA,PIEMONTE,006174,Alessandria,006,01
I-CO-72216-S,immobili,Lombardia,Como,Eupilio,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Procura della Repubblica,Milano,Procedimento Penale,EUPILIO,LOMBARDIA,013097,Como,013,03
I-CO-72218-S,immobili,Lombardia,Como,Eupilio,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,50,Procura della Repubblica,Milano,Procedimento Penale,EUPILIO,LOMBARDIA,013097,Como,013,03
I-MB-72219-S,immobili,Lombardia,Monza e Brianza,Briosco,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,BRIOSCO,LOMBARDIA,108011,Monza e della Brianza,108,03
I-MB-72220-S,immobili,Lombardia,Monza e Brianza,Briosco,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,BRIOSCO,LOMBARDIA,108011,Monza e della Brianza,108,03
I-MB-72221-S,immobili,Lombardia,Monza e Brianza,Briosco,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,BRIOSCO,LOMBARDIA,108011,Monza e della Brianza,108,03
I-CO-72222-S,immobili,Lombardia,Como,Merone,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,MERONE,LOMBARDIA,013147,Como,013,03
I-CO-72223-S,immobili,Lombardia,Como,Merone,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,MERONE,LOMBARDIA,013147,Como,013,03
I-LC-72224-S,immobili,Lombardia,Lecco,Bosisio Parini,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,BOSISIO PARINI,LOMBARDIA,097009,Lecco,097,03
I-LC-72225-S,immobili,Lombardia,Lecco,Bosisio Parini,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,BOSISIO PARINI,LOMBARDIA,097009,Lecco,097,03
I-MI-72275-S,immobili,Lombardia,Milano,Legnano,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,,0,Procura della Repubblica,Milano,Procedimento Penale,LEGNANO,LOMBARDIA,015118,Milano,015,03
I-MI-72279-S,immobili,Lombardia,Milano,Milano,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,MILANO,LOMBARDIA,015146,Milano,015,03
I-CZ-72301-S,immobili,Calabria,Catanzaro,Guardavalle,Terreno,Terreno - non definito,,0,Procura della Repubblica,Milano,Procedimento Penale,GUARDAVALLE,CALABRIA,079061,Catanzaro,079,18
I-MI-72302-S,immobili,Lombardia,Milano,Cormano,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,CORMANO,LOMBARDIA,015086,Milano,015,03
I-MI-72303-S,immobili,Lombardia,Milano,Cormano,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,CORMANO,LOMBARDIA,015086,Milano,015,03
I-MI-72304-S,immobili,Lombardia,Milano,Cormano,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,CORMANO,LOMBARDIA,015086,Milano,015,03
I-CZ-72305-S,immobili,Calabria,Catanzaro,Guardavalle,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,,0,Procura della Repubblica,Milano,Procedimento Penale,GUARDAVALLE,CALABRIA,079061,Catanzaro,079,18
I-MB-73922-S,immobili,Lombardia,Monza e Brianza,Cesano Maderno,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,,0,Procura della Repubblica,Milano,Procedimento Penale,CESANO MADERNO,LOMBARDIA,108019,Monza e della Brianza,108,03
I-MB-73927-S,immobili,Lombardia,Monza e Brianza,Cesano Maderno,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",,0,Procura della Repubblica,Milano,Procedimento Penale,CESANO MADERNO,LOMBARDIA,108019,Monza e della Brianza,108,03
I-PV-76258-S,immobili,Lombardia,Pavia,Pavia,Terreno,Terreno - non definito,,0,Procura della Repubblica,Milano,Procedimento Penale,PAVIA,LOMBARDIA,018110,Pavia,018,03
I-PV-76259-S,immobili,Lombardia,Pavia,Pavia,Terreno,Terreno - non definito,,0,Procura della Repubblica,Milano,Procedimento Penale,PAVIA,LOMBARDIA,018110,Pavia,018,03
I-PV-76260-S,immobili,Lombardia,Pavia,Torre d'Isola,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Rinvio,0,Procura della Repubblica,Milano,Procedimento Penale,TORRE D'ISOLA,LOMBARDIA,018159,Pavia,018,03
I-PV-76261-S,immobili,Lombardia,Pavia,Torre d'Isola,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",,0,Procura della Repubblica,Milano,Procedimento Penale,TORRE D'ISOLA,LOMBARDIA,018159,Pavia,018,03
I-PV-76262-S,immobili,Lombardia,Pavia,Torre d'Isola,Unità immobiliare per uso di abitazione e assimilabile,Tettoia chiusa o aperta,,0,Procura della Repubblica,Milano,Procedimento Penale,TORRE D'ISOLA,LOMBARDIA,018159,Pavia,018,03
I-PV-76263-S,immobili,Lombardia,Pavia,Pavia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Rinvio,100,Procura della Repubblica,Milano,Procedimento Penale,PAVIA,LOMBARDIA,018110,Pavia,018,03
I-PV-76264-S,immobili,Lombardia,Pavia,Pavia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",,0,Procura della Repubblica,Milano,Procedimento Penale,PAVIA,LOMBARDIA,018110,Pavia,018,03
I-PV-76265-S,immobili,Lombardia,Pavia,Pavia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",,0,Procura della Repubblica,Milano,Procedimento Penale,PAVIA,LOMBARDIA,018110,Pavia,018,03
I-PV-76266-S,immobili,Lombardia,Pavia,Pavia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,0,Procura della Repubblica,Milano,Procedimento Penale,PAVIA,LOMBARDIA,018110,Pavia,018,03
I-MI-76267-S,immobili,Lombardia,Milano,Milano,Unità immobiliare a destinazione commerciale e industriale,Unità  a dest. comm. e ind. - non definito,,0,Procura della Repubblica,Milano,Procedimento Penale,MILANO,LOMBARDIA,015146,Milano,015,03
I-PV-76275-S,immobili,Lombardia,Pavia,Pavia,Terreno,Terreno - non definito,,0,Procura della Repubblica,Milano,Procedimento Penale,PAVIA,LOMBARDIA,018110,Pavia,018,03
I-MI-76283-S,immobili,Lombardia,Milano,Milano,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,,100,Procura della Repubblica,Milano,Procedimento Penale,MILANO,LOMBARDIA,015146,Milano,015,03
I-MI-76284-S,immobili,Lombardia,Milano,Milano,Altra unità immobiliare,Altra unità  immobil. - non definito,,100,Procura della Repubblica,Milano,Procedimento Penale,MILANO,LOMBARDIA,015146,Milano,015,03
I-RC-76285-S,immobili,Calabria,Reggio Calabria,Oppido Mamertina,Unità immobiliare per uso di abitazione e assimilabile,Unità  uso abit. e assimil. - non definito,,100,Procura della Repubblica,Milano,Procedimento Penale,OPPIDO MAMERTINA,CALABRIA,080055,Reggio di Calabria,080,18
I-RC-76286-S,immobili,Calabria,Reggio Calabria,Oppido Mamertina,Unità immobiliare per uso di abitazione e assimilabile,Unità  uso abit. e assimil. - non definito,,100,Procura della Repubblica,Milano,Procedimento Penale,OPPIDO MAMERTINA,CALABRIA,080055,Reggio di Calabria,080,18
I-RC-76287-S,immobili,Calabria,Reggio Calabria,Oppido Mamertina,Unità immobiliare per alloggio e usi collettivi,Unità  per allog. e usi coll. - non definito,,100,Procura della Repubblica,Milano,Procedimento Penale,OPPIDO MAMERTINA,CALABRIA,080055,Reggio di Calabria,080,18
I-MI-76288-S,immobili,Lombardia,Milano,Marcallo con Casone,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,,100,Procura della Repubblica,Milano,Procedimento Penale,MARCALLO CON CASONE,LOMBARDIA,015134,Milano,015,03
I-MB-76289-S,immobili,Lombardia,Monza e Brianza,Seregno,Unità immobiliare per alloggio e usi collettivi,"Casa di Cura, Ospedale",Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,SEREGNO,LOMBARDIA,108039,Monza e della Brianza,108,03
I-MB-76290-S,immobili,Lombardia,Monza e Brianza,Desio,Terreno,Terreno agricolo,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,DESIO,LOMBARDIA,108023,Monza e della Brianza,108,03
I-PV-76291-S,immobili,Lombardia,Pavia,Pavia,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,PAVIA,LOMBARDIA,018110,Pavia,018,03
I-PV-76292-S,immobili,Lombardia,Pavia,Pavia,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,PAVIA,LOMBARDIA,018110,Pavia,018,03
I-PV-76293-S,immobili,Lombardia,Pavia,Pavia,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,PAVIA,LOMBARDIA,018110,Pavia,018,03
I-MB-76294-S,immobili,Lombardia,Monza e Brianza,Misinto,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,MISINTO,LOMBARDIA,108032,Monza e della Brianza,108,03
I-MB-76295-S,immobili,Lombardia,Monza e Brianza,Misinto,Altra unità immobiliare,Altra unità  immobil. - non definito,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,MISINTO,LOMBARDIA,108032,Monza e della Brianza,108,03
I-MB-76296-S,immobili,Lombardia,Monza e Brianza,Misinto,Altra unità immobiliare,Altra unità  immobil. - non definito,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,MISINTO,LOMBARDIA,108032,Monza e della Brianza,108,03
I-MB-76297-S,immobili,Lombardia,Monza e Brianza,Misinto,Altra unità immobiliare,Altra unità  immobil. - non definito,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,MISINTO,LOMBARDIA,108032,Monza e della Brianza,108,03
I-MB-76298-S,immobili,Lombardia,Monza e Brianza,Misinto,Altra unità immobiliare,Altra unità  immobil. - non definito,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,MISINTO,LOMBARDIA,108032,Monza e della Brianza,108,03
I-MB-76299-S,immobili,Lombardia,Monza e Brianza,Misinto,Altra unità immobiliare,Altra unità  immobil. - non definito,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,MISINTO,LOMBARDIA,108032,Monza e della Brianza,108,03
I-LC-76529-S,immobili,Lombardia,Lecco,Cremella,Terreno,Terreno agricolo,,0,Procura della Repubblica,Milano,Procedimento Penale,CREMELLA,LOMBARDIA,097028,Lecco,097,03
I-LC-76530-S,immobili,Lombardia,Lecco,Cremella,Terreno,Terreno agricolo,,100,Procura della Repubblica,Milano,Procedimento Penale,CREMELLA,LOMBARDIA,097028,Lecco,097,03
